uid,text,data_part
DGFV09kGX0Y--4,The BJP had aimed for 200 seats but they have less seats this time.,Train
MkgHkyguFcI--11,does not mean the escalate the situation.,Validation
6_e2UEx1Qms--12,"Once they do that, they have to walk 11 times around the sanctum.",Train
qA5b27t7YmE--2,has joined the Samajwadi party,Train
d5Lx_5-UiHY--2,"titled, Math Magic 5.",Train
K7mVDYJnAaA--19,"In addition to this, staff expenses of ₹ 60,000 a year too is paid by the government.",Train
g9oIBrlerQ0--13,If the person is infected then it is 93% effective in preventing hospitalization.,Train
nIjAEHi-6HU--205,Activity 6,Train
rYcw__0tDhw--6,of being able to infect humans.,Train
XSK1HQhH5T0--1,many states had imposed strict restrictions to curb the spread of the virus.,Train
8Fu17ibMVuI--0,"In 2019, when Devndra Fadnavis was the former chief minister of Maharashtra",Train
746_gYOqD6U--25,There are other companies that can manufacture these kits,Train
s_gznW8OIZM--4,to test doctors who have travelled from other states.,Train
wk8aeqJJP-o--55,"Some have even said that, the Govt has used its powers wrongly to force such a decision on the people of J&K.",Train
E0-WpfUgwzo--34,Harjinder's son is there to go and help when people call.,Train
V67JWMGVnAE--0,Estimates put the population of persons with disabilities in India at 70-100 million.,Train
BoQnl3eSfSw--37,The scam has shocked Vietnam and it's their most high profile case.,Train
RqRhVbgLWoo--2,A complaint was filed and Sanjib was arrested.,Test
24UL6rotiL0--10,He was apologetic to everyone but not to Chris. People were surprised by it.,Test
eBj_HUu0CNw--11,A few days later another 40 bodies were found.,Train
dygwYmGYh-k--10,The team is extremely concerned as both are very important players for the matches.,Train
810SSaIhMMs--151,Below that we see a picture of Mina Bazaar and,Train
Irq2UPFdIX8--23,They did this to increase their TRP ratings.,Train
yhhI0dF1Jos--30,too greeted the prime minister while he walked.,Test
AcvPjP9LLoQ--2,"In the video, two men, one of whom was wearing PPE kit, tossed the male body into the river Rapti.",Train
Wkl2tT7xqg8--13,All these assocations work in unity and coordinate with each other.,Train
57cab2a92c69-268,"As you sow, so shall you reap.",Train
0u6f9dxpCAI_e1,"The matter is closed, "" said the health minister.",Train
jfYtk7uNJUA--7,and immediately took him to a police jeep.,Train
2c7d130870a8-21,table chair,Train
hiQHvxEnBxY--22,"But Vardhan has said since the supply is limited, people above 45 years will be vaccinated on a priority basis.",Validation
07285daf5fd0-78,The correct form of like needed here.,Train
vJQdNxLQn4I--17,I am applaud the police who worked so hard to find Cleo. I am very thankful to them.,Train
Ihko-FfDT4c--11,Fortunately my father has no other health problems and recovered twice from Covid.,Train
65gi50fLth8--2,"it is used as a dictionary, watch sign language videos, etc. It is a treasure trove of information.",Train
1GB-msn7_3I--15,The team was ecstatic on winning a medal after 41 years.,Test
3h9c04Ky6Tw--7,on the Chinese social media website Weibo.,Train
a4bbc6c5cd3e-129,R-E-H-Dash. N-A-C,Train
OCC08IV6XYA--3,Dr. Anne McIntosh is a Deaf woman from America. She was pregnant.,Train
bJcfzsa83Ww--21,Now people are confused over what to believe.,Train
CouVtWfGuuk--22,Wonderful!,Train
eSHsonKjjrY--22,In the video he has threatended to commit suicide if he is arrested.,Train
cNyfKoelN2M--3,Japanese schools have various rules to ensure uniformity.,Validation
GA0sIj-y9sU--76,Now take out your smoothie in a bowl and add granola with your favourite fruits,Train
cNyfKoelN2M--8,'I don't agree with the no ponytail rule and wearing white underwear.,Train
2xNeabHJFko--0,Now summer is going to start soon.,Train
60c9973b69ed-85,dash,Train
GIx57eZ4R0M--102,Do not remove and burn the garbage that did not rot.,Validation
Ch8MOd3wrHg--4,You all know that the Golden Temple is one of the most sacred and important religious places for the Sikh community.,Train
0726445c45f9-98,Make the eye by sticking a bendy. 6,Train
5VEFnUs22gw--33,"This happens due to an hormonal imbalance which leads to varied emotions,",Train
PqLN4NQIi5w--23,and somehow we fell out. 2,Train
Q2JBCgo3ue8--2,Now there are some jobs that are very strange.,Train
VCss8qzdpgQ--5,However none of this seems to have affected Russia and they have no issues with the sanctions.,Train
TAlti-6447M--32,"Shockingly, two days after this she committed suicide.",Train
tZlYzu5S46o--25,Only research is allowed.,Test
6dvgNioTESo--101,hollowed out in the hills. This is a cave in Carly.,Test
G2uGKFEY6ZQ_e1,He shows no overt signs of his unhappiness.,Validation
GySxmwlSExU--23,Film Mark Antony is directed by Adhik Ravichandran.,Test
IJetYsFa0Zk--10,The health authorities said at the Worli-Koliwada - Mumbai's oldest fisherfolk colonies - 4-5 positive COVID-19 cases were detected.,Train
cxbTAjwNkTI--4,There was a war of words on twitter between Assam CM Himanta Biswa Sarma & Mizoram CM Zoramthanga.,Train
Ado2NbGu3xM--14,"she posted the same picture, but it was a promotional picture for her upcoming music video.",Train
ljLQHhEt-6M--53,"Once you click on the link and put all your details, your account is hacked. So be careful.",Train
6dvgNioTESo--212,66,Train
-hpbvSjpEiY--147,Your goal. What do you want?,Test
ZxOVR7-YxSM--6,which are the Sharia Law and the English common law.,Train
83b6ac4a3d19-62,on the trees.,Train
4ea55d87345a-102,Duck,Train
OL_BrAJ1wf0--10,This is why the government granted the security cover.,Train
eabe1f38221a-58,a habit you have?,Train
8f326yEd6Ro--3,"However since the crash, the US and Canada have kept saying that Iran was involved in the crash.",Test
tmzcR6oMI6w--15,How sad.,Test
Hu5J7Y0dWwM--1,Jacqueline had posted a picture in which conman Sukesh Chandrasekhar is seen kissing her cheek.,Train
HvI-SDm2V2I--18,Both of them came and packed the man's body in a plastic bag.,Validation
5ZCZs9X2QVY--5,We saw the entire movie and it is extremely good and exciting.,Validation
69xycD56QgY--14,even though it was an important center to keep Twitter functioning well.,Train
yJKNUweLKmg--6,What do you mean you can't go? Just go!,Train
6Ht4naTvGCE--4,Imagine a world without language.,Test
qGFwpI6VRbE--53,Observe it carefully and also look at the breakup of numbers to make things easy. 2,Validation
j5V9ySwOqAE--7,People were stunned by his behaviour.,Train
ECIzgTcjuo0--20,Have a look at a short video clip.,Train
e0DLg40lww8--29,Doctors use these X-ray images.,Train
6BDJE2NB53Y--66,at the time of going to the vaccination centre.,Train
OoSnNeFoWuc--24,Hopefully this might convince the Prime Minister to recognise ISL.,Train
c_lnlvuoTdo--59,How many hours does Arun take for? Sleeping.,Train
fb456e054e47-105,You can see animals like cow.,Train
a6301b463ff0-28,nut,Train
ewfwZAqk2jY--48,Marine resources will also reduce.,Train
g61zN-mQwWs--230,auto taxi drivers have started a two day,Train
YbhR8ne8mUg--17,He also became the first shooter who Deaf who got selected in the Indian national team in 2019.,Train
BTqVQCBPUzg--41,Calculate and write the correct number in column number 3. Look at the tally marks.,Validation
MBVJ8Y5BZ6o--2,But there is also a cultural aspect involved. Let me explain.,Train
HSO8snYHORA--5,"When they opened the bag, they were shocked to find",Train
HBQwzyxvkZA--118,They have certain features that help them live in the surroundings.,Train
VqlfNumk0cg--205,and get a list in English on Hindi.,Test
AJ7zHEnt6UM--13,It is very dangerous that our army doesn’t have proper clothes and food in these dangerous places.,Train
bQwgMmx06Fc--25,"After being released, he was tracked and arrested again.",Train
mXq8axygjdE--64,"After all, one is known by the company one keeps.",Validation
aqvDCv3qhww--27,This temperatures of 21°C to 22°C  are why the glaciers are melting,Train
dac1fcc8319a-52,what could that be?,Train
xFJw5GMtlCk--0,A video from Chandigarh is going viral.,Train
62e79450f3da-75,The boy is walking very dash.,Train
NLoloXSa7mc--4,See!,Train
XJ8pS3s9DhM--10,Bihar Chief Minister Nitish Kumaron,Train
04cf2cb63a7d-10,3. Bitter like Neem or bitter gourd or 4 salt. Let them make Nimbu pani with the required ingredients and drink it. Shared activities will foster healthy relationships.,Train
MJBVNRxVhyE--0,Yesterday the India vs Bangladesh match was held.,Train
vekaTiI1qjw--2,The Shepherd's Treasure. The Synopsis.,Train
dP_dO4RSZuo--8,"UAE, UK, Malaysia, USA,",Train
eOUyXD_8Ik4--9,"a temporary ban on all flights originating from the UK, starting from 23rd December.",Train
I2T62eq87-E--15,"You may feel stressed, upset, angry and you completely focus on it.",Validation
83326b7bbc9c-74,Scan!,Train
EOkTsccsGAw--3,love pesto you're bound to fall in love,Train
E0-WpfUgwzo--20,"You do not have to pay for this, it is free.",Train
ohvsIE-6Slw--153,She wants to ensure that many people can heal themselves naturally,Train
XVP5zcTXVtc--50,in the middle of this page.,Train
vekaTiI1qjw--10,He had never been to school or learned to read and write.,Train
43a0131cb836-67,The mosquito buzzed.,Train
g61zN-mQwWs--79,time people from two communities,Train
2week7pPNjA--19,The phone was placed in a zip-lock pouch and not a single drop of water had entered inside.,Train
zuG7NoktUUk_d,"to interest someone a lot, especially by being, strange and unusual, or mysterious.",Train
lgPdDcFv8cw--4,"Parties across India like BJP, Congress, AAP, etc were also devastated by the news.",Validation
A2VCUgPweiU--216,about 1900 years ago.,Train
m-vzXssmO90--220,restructured according to eni uh senior,Train
ujmh8ACl4BY--8,like they can touch it and know oh this,Train
HjIQyD6G2Rg--25,"Here is the table given, table 10.4, objects at rest and in motion.",Train
501p6P_h7Rc--5,The Delhi police have filed an FIR against them.,Train
nWXVnRgJCqk--24,that it is different and better than coronavirus,Train
JyT1reZx-Qo--21,BJP's idealogies have become very clear,Train
L8O10Oxy5R0--26,He also thanked the Ram Janmabhoomi Trust who had invited him. He said he felt honored.,Test
lvFD6Gy5id0--30,Weren't tenders issued?,Test
O47tiJVLIX4--155,shown by three different lines.,Train
vbq8QbOwOt4--3,"When couples decide not to have children, they face extreme pressure from friends, relatives, family, etc.",Train
AyP2IeipP10--21,All the missing cheques were found with him.,Train
9bxtIE0Tygg--7,as the caves are dark inside.,Test
O5LH3EOKa3M--0,"Last week in Haveri, Karnataka at Bhagat Pre-University College",Train
GyNNXgLOmWo--3,"Just 3 days before the match against KKR, MS Dhoni announced",Test
kwG4sjPnxDs--7,Every year they celebrate New Year with a fun and floric.,Validation
809a3a5e02d1-21,Give the poor child what she wants.,Train
v06nVQQ1uQc--19,Police are working very hard to ensure the case is airtight and that Aftab gets strictest punishment.,Train
7TQUOY5AtOI--16,There is a mural of Marcus Rashford's face in Machester.,Test
GIx57eZ4R0M--156,Let us dig a bit about 30 cm deep. Or...,Train
3M3u-oMbJBU--21,This number give you all the information about the person and is very useful & benficial.,Train
W073uequ0-s--4,They found more than 19 disabled senior citizens,Train
VTSn7pcA6oc--59,he suffered a lot but he still did not give up and works with many NGOs as well.,Train
cnPYxdrnQ7c--27,"She is equipped with a 3D camera, microphone and a webcam that she uses to gather visual and audio information.",Train
wMk3tNUUv2E--6,"The event included activities such as Games, Food stalls, Exhibitions and Lucky Dips.",Train
Zj1bEj_IWFw--1,"Produced by Parthiv Gohil and Manasi Parekh, the film is directed by Viral Shah.",Test
TYbsjtUmRmQ--8,School Trip,Test
dJ_5m1Y2InE--237,"is the same as 50 paise, which is the same as",Train
kro3VfpcjoY--14,"To keep the students interested in studies, Ajit Kumar composed songs on chapters of the various subjects.",Train
AMv30ab8780--5,to build an aircraft. Amazing!,Train
VTSn7pcA6oc--4,The skin gets badly damaged.,Train
QeMS0kTkV-E--14,Their aim is to encourage healthy production of fishes and boost sales.,Train
SxFGKq90vlQ--19,"Having won Olympic medals, PV Sindhu said,",Train
rthtdbIdWvo--6,A lockdown was not announced.,Train
f3tYN4DxQBk--14,The foundation had collected donations worth ₹18.94 crore since 1 April 2021.,Train
5ZCZs9X2QVY--44,This Code is not applicable all over India. It is only for Maharashtra.,Train
R5xjlITOxCY--72,less than a right angle. observe the other pictures.,Train
xvfBF9CCMxE--7,"He got married on 15th June. However a few days during his ‘tilak’ ceremony,",Train
1KPPkNkr1jg--10,The Mumbai fire department said that the fire is a ‘Level – 2’ fire.,Train
_HQLXlMv7ng--3,"However, many users complained that when they tried to register on the Co-WIN app",Train
LljUaUMMCdg--287,Sand.,Train
6DqUWmPTkHI_d,"to go away from someone or something, for a short time or permanently",Train
07285daf5fd0-154,Today,Train
wAdO2USWX8I--16,to preserve the Marathi language. Such celebrations are held across India.,Train
YKPwP5omD7E--67,"They distributed the food to police officers, beggars on the street,",Train
jDy4C7B8OwI--216,in the north and in parts of central India.,Train
ByGP6VSsADs--45,Three,Test
P3L944dj9sw--23,They decided to order more food and distributed packages to 35 poor hearing individuals.,Test
dJ_5m1Y2InE--41,Where?,Train
aTCYvMj3DdI--21,The company believe in being united with their employees.,Train
WpCWR-s00d8--41,the government company -  National Buildings Construction Corporation and they will complete them in a time-bound manner.,Train
z-pDjmP_jxM--21,Patil insisted that it was Salman driving the car,Train
ldbYKZBcF8o--1,"At this time, there is an ever growing number corona virus cases",Train
Y_-2yoa6feU--10,A few days back Singh morphed video of Vicky & Katrina. He replaced Vicky's face with his,Train
OjHLMhQb0lY--11,and they welcomed son Vir in 2011. He is now 10 years old.,Test
vbuEvtq_3Fg--20,"However, Type 1 still there is Pakistan & Afghanistan.",Train
TIcPNHyE4CY--19,ISH News is very proud to have collaborated with Reckitt Benckiser,Train
ZzSKrBx91k0--8,"And in the second part of this video, you'll learn 5 steps that you can follow",Validation
pMShf45w9to--6,400 residents had fallen sick.,Train
9bqfEh7BD3c--5,A woman said that he raped her at his ashram while he was giving her spiritual teachings.,Train
xs3uWDVlmCU--9,1. When can the account be opened? Should the daughter be of a particular age?,Train
JBlDsrKXdHo--0,Andhra Pradesh's famous Tirumala Tirupati Devasthanams,Test
iMlR4QLSWok--222,Talk to each other.,Test
NI787JtKq9k--27,"From Monday, you all can work from home",Train
117db0aadb7a-67,Now do the same for the Bee.,Train
1WEsh91hlf0--20,"fish, green vegetables, almonds, etc. all are rich in calcium.",Train
8tEMCGXRFjw--44,Residents performed a special puja at the Sri Dharmasastha Temple.,Train
leK6HaUTm7k--0,What do you all think? Education is important for the future or looks are important?,Train
3iSdGVH-2A4--3,New Zealand lost by 372 runs and lost the two-match series 0-1 to India.,Train
57cab2a92c69-7,Get up in the morning.,Test
4DhGy83DK_s--30,The MPs must talk and interview the local Kashmiris.,Train
9ooF4_GPrPY--2,When they go to the police station they are asked multiple questions and the process is very long.,Train
04cf2cb63a7d-5,"The children look forward to this active approach of hearing, doing and participating.",Train
wSEeoT9BqE0--1,People love and always eagerly wait to watch the final match of any sporting event.,Train
Ovd14oplc_E--5,Now SpaceX is the 3rd to do the same.,Train
b005df5e411b-65,3,Train
df4bb619957f-26,Have you ever climbed a fruit tree?,Train
BTqVQCBPUzg--147,Try yourself.,Train
Vi5dyTRYIXs--0,A man in Madhya Pradesh married two women on the same day.,Train
U85W_XPTEF4--6,"Fortunately, the man somehow managed to squeeze his body between the train and the platform wall",Train
PkpUuX2lpag--6,Thackeray said borders of all districts would remain sealed,Train
q_VEA0O8Ucw--15,Was he really a student or was the entire incident staged?,Train
YljNks2VsrY--166,We saw this kind of movement at the elbow in Activity 1.,Train
0853cfecacd9-61,A samosa,Validation
YXcEsue5Fe0--21,The first COVID-19 patient in the Army is cured and the jawan is back on duty.,Train
8cfebb40f2b9-75,Write. This is me.,Test
45FSJt0gBzM--6,"All places of worship in areas that do not have cases of COVID-19, will be allowed to open.",Train
XXeKZUNLAk4--83,Step 4.,Train
8qtPi9hJlLY--7,"Pre-primary section and classes I and II,",Train
O8V8kz6JcFs--155,Some animals are called blank because they...,Train
RpR9H715MK4--12,Indian army informed them that the soldier is with them.,Train
zEbVX_8kjwE--7,"Former Prime Minister Manmohan Singh,",Train
lb3INtoHN1Y--9,having an effective communication with everybody around you.,Train
QEw-51U6yf8--3,that in Bhopal the use of newspapers for serving food and snacks has been completely banned.,Test
vV8aMpnErig--1,More than 2.3 lakh houses have been destroyed and people were transferred to Relief Camps.,Train
Tf4W5Rxw_nw--17,Ukrainian President Volodymyr Zelensky said,Train
sNpB6aQvTfg--19,Why is this important?,Train
UitZrNJP2lw--61,"As long as the faces of all the members were clearly visible, their poses did not matter.",Train
eFpnjUY4nrE--14,This was the first time such an event was held.,Train
aCwcQvDfi1Q--6,When he heard about the incident he was heart broken.,Train
zgdF75-cZ4c--13,One of the Rajasthan Royals owners walked upto Taylor and insulted him.,Test
rnzykJX23Z8--6,He is known for stealing the most Maruti 800 cars during that period.,Train
wzjF5xAPfhE--97,"Since January 2022, the police have a total of Rs 32 lakh.",Train
0853cfecacd9-51,Page number 36 4,Train
21Toxytaq_A_e4,He is making a bold attempt to bolster the territory's confidence.,Train
Zb-LScrNC40--23,It is only right that BSL be accorded equal status and recognition.,Train
g8BwDwPRFOI--12,"compared to the normal 60-120 beats per minute,",Train
WZ62_OEIiFw--24,However the Sri Lankan people rubbished these claims. They said that Prabhakaran is dead for sure and DNA tests have proved it.,Train
hzFUEAcbFSE--10,Vaze told NIA officials that he had destroyed evidence by throwing them in the Mithi River near BKC in Mumbai.,Train
sldXLDIuGB0--82,Chiraj also started a fast food joint in Gujarat.,Train
w3mz9kLa4NY--7,"In 14 ODI matches, he scored a total of 1,202 runs with an average of 133.55 runs.",Test
koyLu-2VMOM--8,However Meghan and MGK did not care about this and openly flaunted their relationship on social media.,Train
GA0sIj-y9sU--81,This is the easiest recipe to make out of all the 4 smoothie bowls,Train
uukiGvQ8CgQ--91,paper was invented in China about 1900 years ago.,Train
zuuFlJktQAA--156,We often use plastic bags to store cooked food items. Sometimes these bags may not be suitable for keeping eatables. Consuming food packed in such plastic.,Test
d3617db9c8e0-29,I was trying to find a gap in the hedge when I discovered one of the inhabitants in the next field walking towards the fence.,Train
RhybhFKTc34--48,"When Kangana broke BMC rules, her office was demolished by Uddhav. There was a huge political crisis.",Train
asFiY5Z70xc--25,It was all a plan. The police had understood the case clearl.,Train
PfZguvoX6qI--93,is calling for a halt to the invasion,Train
yTHBrH3vtv8--2,"However, a lot of doubts are popping up about the IPL 2020 schedule, due to the coronavirus.",Train
PLkSppxLsRc--2,These demands have continuously been ignored by the government.,Test
urWAF2Bh02Y--2,"So early in the morning on 27th June, a team of 50 Nashik police officers",Train
v7YutbKVYmY--19,Hospital authorities said he was brought dead.,Train
mutZAFDJmKI_e4,They went to see off their son.,Train
9MVpWMcysCc--1,"India is currently dealing with a huge spike in Coronavirus cases, there is a shortage of hospitals beds and vaccines",Train
QXp3lUikE8s--10,"In an aggressive speech in Shanghai, China in October 2020,",Train
FbeXBXxXn6Y--51,"Wow, they wasted 14,000 liters of water.",Train
tgbtOvHcRgE--0,India's population is about 140 crore. You all know this.,Train
kPsftW-ZI-Q--32,congratulated and thanked all the scientists who worked hard to solve problems and make the mission a successful!,Train
4ea55d87345a-107,"For example, A.",Train
3b078f38c03b-10,page number 75 but Ashok,Train
9b0136913690-3,"Long, long ago, a sultan.",Train
iNFfJxWo40g--13,"and those who were in hospital being treated would receive $7,650.",Validation
6ZjCUZrhB9c--4,Their husbands were left shocked and stressed.,Train
b43a1342f8f5-25,The format of a letter is given to you.,Train
KHL0wkbu0-s--2,They had to play 6 balls each,Test
15Ey-PvQmqU--8,"UP police commandos with anti riot shields,",Train
1NWWVCOR0FI--4,"However, the place has sandstorms.",Train
NwVF-WWZ0Bc--80,which has more volume.,Train
FDO4R9X7GBs--15,Model 3 is the cheapest among Tesla vehicles.,Train
NNgkuhJVaT0--13,"To protect from the sun, drinking Chaas is very important,",Validation
EuEJiZAWgz8--30,"This region, Saurashtra and Kutch and the Nagpur division which was a part of Madhya Pradesh and not Maharashtra were added to the Bombay State.",Train
KE2FEHCQZlk--17,She has scored 113 wickets in 116 games.,Train
3gKelnCwuj8--2,Let me tell you about it in short.,Train
oAhfJ8yB1j0--4,The award was named after him.,Train
Hn3Wif8w2LM--19,"At the Central Railway's Byculla and CSMT station, people were angry and protested because the trains were not running.",Test
2Wii2moTm-4--9,"Now the merged entity will include more than 75 channels,",Validation
1-YUm865HA0--73,present-day Rajgir in Bihar,Validation
m-vzXssmO90--257,allegations there's also interestingly a,Train
XVP5zcTXVtc--208,Kalinga.,Validation
uGvbw53t0Jw--6,"Turns out, the boy’s name is Tanmay Agarwal and he is 13-14 years old from Ahmedabad, Gujarat.",Train
JLCO5tSNhbs--1,Let me tell you what happened. In Karnataka's Hassan district,Validation
NmqSqLpRfPw--9,"According to media reports, Despite sitting on a pile of wealth,",Train
0187f6244784-66,1. King had ordered a dinner.,Train
hdCZtwn3K8U--33,"which runs an online news channel and provides accessibility to the Deaf said,",Train
iMlR4QLSWok--23,They wanted him to spend some time with them.,Train
PW1llv_EokY--0,Andaman & Nicobar Islands are one of the islands next to the Indian peninsula.,Train
Vaj6YCJIMRw--19,Everyone is very worried as Shikhar is an excellent batsman.,Train
TAlti-6447M--51,"Chief Minister Pinarayi Vijayan told reporters,",Train
Vbeiz94SyEI--2,All parts. One,Train
00094a2700f5-118,4 dash 3,Train
btBBJjOyypQ--32,"Instead of accepting their mistake, they are trying to cover up the situation.",Validation
KrHP6ZRoUkg--11,Xiaomi’s USP is cheap devices that have many same qualities as higher-end smartphones.,Train
gp0w_zrLgfw--26,So if the 4th point is not accepted would Russia stop? No. Russia would continue the war.,Train
XfQQwYN6YqY--6,Since the last 1 year people have been required to wear masks in public places.,Train
5Zb1sQm_FdE--5,The sudden rise in cases was due to lack of precautions during the Diwali festivities.,Train
ZzSKrBx91k0--193,Reetha helps give our shampoo its lathering property,Train
oSY9zjBYeQs--10,Shockingly he is very happy and earns a lot.,Validation
CRJSZ2e7BU0--13,Abhijeet was overwhelmed seeing PM Modi in real life standing in front of him.,Train
xKRHCv1FGT0--12,Below that we see a 2 cm grid on which diya has already been drawn.,Train
fgx6VaVaFjM--61,"about what to do, how to behave etc.",Test
aNWKVbWuJIE--23,"They would have to resort to adoption, which would put an end to their lineage.",Train
5gKDr2uCaJM--7,"3. Due date of filing revised return of income on account of mistakes or omission in previous return,",Train
8XzGMkdToVc--9,but now we have made the decision to divorce on 3rd July.,Test
9bxtIE0Tygg--82,Kalidas can be described as a lover of nature.,Test
wP4ZeanhRwc--22,Pakistan airspace was shut from 26th February to 16th July 2019 when it was reopened.,Train
xcq-gWMvSuo--20,The letter has split the Congress down the middle.,Train
992d9f7b37d2-137,dash,Test
dKApNSRhx5w--1,The twin towers were named Apex and Ceyane.,Train
ur9gfiurgNg--5,"However, in the other images in her post, there was a twist.",Train
FyPkQyJWsjs--71,it for its last remnant entangled,Train
7CuBSDLjfIo--77,Yes!,Train
hQ9tDaprqNg--13,PM Modi's Mercedes S650 Guard’s body and thick windows,Train
57cab2a92c69-135,Ask your friend questions about all the things he does.,Train
zVJ99vLgibs--15,While many people supported Surya.,Train
wICV0hZTrLk--5,"When we cry, sweat, take shower, etc water is everywhere.",Test
iB8UWTx7Qo8--28,"The Maharashtra government told the Bombay High Court that if found guilty,",Train
DGFV09kGX0Y--29,Earlier CM Devendra Fadnavis will be re-elected for the next five years.,Train
VoJPnX9kz7g--12,"Jail authorities provided him a copy of ‘The Great Railway Bazaar: By Train Through Asia’,",Train
6J0grCPyEao--5,urinating in a mug and then pouring it with the water to be served to the customers.,Train
z7ZFQIDk7CA--24,"Sadly, he was no more.",Train
57cab2a92c69-1,Page 28.,Train
3oo4mrssPGg--31,while the flight was near Islamabad.,Train
Xnb-svgKuDg--10,and gave birth to the baby right there. How shocking!,Train
e1aXuR0hjyY--45,"that when people said he was worthless, he accepted it.",Test
du-lzYVJgh4--20,"As per reports, earlier on 12th March 2016, a social activist from Maharashtra",Train
0853cfecacd9-45,Up above the world so high like a diamond.,Train
_LbcPjqWzwk--0,"Sachin Tendulkar's son Arjun Tendulkar aged 21,",Train
oharjuO7GRM--2,"There is swing on the edge of a 6,300-foot cliff.",Validation
6m_Q9CYDLPs--35,"Just like that, the BMC said that the building was not their responsibility.",Train
PMtTH3jETnI--4,"Once you reach the summit, there is a historic fort",Train
2week7pPNjA--10,Suddenly his iPhone 11 fell in the water.,Validation
tFeWfQALuUk--3,Japan Prime Minister Yoshihde Suga recently met with top ministers of his government,Train
LvN9Dxq2iLY--151,Number of items for cost.,Validation
00094a2700f5-72,the,Train
S5iuebvtDu0--36,2000 means 2000 years after the birth of Christ.,Train
a0GJqWQf2so--84,the,Train
4c422e10f21d-85,Right. A. A. A. A.,Train
S5iuebvtDu0--144,Which of these would you like to read?,Test
v59Zpd6ZoXE--39,did the teacher really harrass her? Let us know in the comments.,Train
60c9973b69ed-89,Say aloud.,Validation
NfzZrgbvpjg--10,"Since Uber’s business has reduced, even the staff needs to be reduced.",Test
aaJqJ3qOaMY--38,"For a long time, they had not won the World Cup. This is the first time they won.",Train
17zGKlAx3Qs--21,Now 9 of these 25 women are pregnant.,Train
0kldzhToGLc--14,said that COVID spread because of same sex marriages.,Train
XVP5zcTXVtc--110,The Emperor supervised them all.,Train
V3qrY_bKuZM--13,"Maharashtra Tourism Minister Aaditya Thackeray has said,",Train
2bhuzXiE1Y4--3,Society wants that mothers to cover themselves while breastfeeding and feed their child indoors.,Train
ZgBomiU2vi4--8,now is not the right time for the US to stop funding.,Test
PhBtRMOHdnw--31,This is due to the reduction in its custom duty.,Train
_ThjAGMxOkI--37,That is the reason why women do not go to crematoriums.,Train
2B2z46vgaAA--28,in the Military Police.,Validation
6dvgNioTESo--123,Werna and Dranks and Family. Forgotten.,Train
Zggui5Xbwc8--14,He took the decision to manage his workload and wanted to lead the side in Tests and ODIs.,Validation
OamxfruET6s--20,76% couples said that the love and care they had earlier has reduced.,Train
wefigjf46u4--14,The hospital will take responsibility to shift the man from Isolation to the general medicine ward.,Train
vpZocsV63bc--25,"When they went to the Thane Civil Hospital and show them the certificate,",Train
ohvsIE-6Slw--54,We can't imagine how much pain this girl has endured since childhood,Train
7Jb1V5yuU3M--10,"Ministry of External Affairs spokesperson Arindam Bagchi said,",Train
CMUc5glAiSA--32,Take one of these breathtaking routes and enjoy the Valentine Day with your partner.,Train
aTB_lu2Im8Y--29,Look around yourself and collect as many objects as you can. An eraser. Plastic scale.,Train
gnPLVl3gDzQ--14,"These people are Afgan translators who translated in english,",Validation
45skb5uokwY--20,He actually ate the girl's body parts! This was in 1981! Horrible!,Train
EIwWHTO5rZw--10,The last major incident of violence in JNU had taken place on 5 January 2020,Test
810SSaIhMMs--142,so that the relative distances and positions remain the same. Page 117,Train
PvISFi4rDZU--8,When Modi arrived he autographed his potraits and posed for pictures.,Validation
_SSJde7GrTA--146,And asking Cheggu?,Train
83326b7bbc9c-152,Fierce. Blank.,Train
LoRoTolSRO0--47,last 11 years,Train
WUbvmbqqhus--23,4. Shops dealing with essential items will be permitted to open till 4 pm on all days.,Train
Ru-1GESLCTQ--7,such as appealing against the death penalty with the high court or petition a mercy plea to the President.,Train
DP3RglU7Vis--24,packed up all her belongings and left. Aftab said he hasn't heard from her since then.,Test
wXtVcTd1XNs--37,international news agencies have mischievous intents.,Train
-jdXDmf1UZo--23,From Bandra the coastal road will be extended up to Dahisar. It is a total of 53 km long project.,Train
GayvBexIkIs--20,"Don't miss it! Tell your hearing friends, siblings, family members to apply for the course! It is not difficult!",Train
0DeD2bZKyU4--3,The Festival aims to talk about the various problems of the community.,Train
CFgVXaHM6eY--12,Now he had raped her. So he decided to commit suicide.,Train
408a13a4e222-39,Try. ..,Train
4c422e10f21d-16,Cry,Train
56Vuk-EegN0--4,5 years! How shocking!,Train
EpxxpgWtQu8--12,"In theatres of Ahmedabad, Mumbai etc when people saw SRK on the screen, their excitement knew no bounds.",Validation
_T1vA8jhrsQ--11,She also wrote that many people are suffering during this time.,Train
WxbqM5dU3ac--7,Some of you might think of using Apps or virtual exercise options.,Test
aQ9xeIgRCkI--12,He said that Zomato caters to people of different religions and respects them equally. This is very important.,Train
rqMT1kfVNA0--1,Karnataka government has declared a holiday inorder to encourage people to cast their votes.,Train
7TQUOY5AtOI--9,London’s Leicester Square was left littered and vandalised by English fans.,Test
3h9c04Ky6Tw--21,"In July 2017, senior Bhutanese officials spoke up against Chinese encroachments along the border",Validation
4bNHJuwN5bI--16,"However, many people commented that there was no need to fine the driver.",Train
QfrjNCRduU0--12,She said that she has become a National Champion.,Train
